,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
5712,2025,2010,1807407NPD,West Basin Municipal Water District,16941,195.72,0,16941
5713,2030,2010,1807407NPD,West Basin Municipal Water District,18691,195.72,0,18691
5714,2035,2010,1807407NPD,West Basin Municipal Water District,18691,195.72,0,18691
5715,2010,2010,1807407PD,1807035PD,829.4541485,25,0,826.2
5716,2020,2010,1807407PD,1807035PD,1376.112674,25,0,1372.64
5717,2010,2010,1807407PD,1807195PD,1382.756362,25,0,1381.78
5718,2025,2010,1807407PD,1807035PD,1452.766737,25,0,1446.24
5719,2030,2010,1807407PD,1807035PD,1526.890331,25,0,1517.08
5720,2035,2010,1807407PD,1807035PD,1526.890331,25,0,1517.08
5721,2015,2010,1807407PD,1807195PD,1532.735902,25,0,1516.4
5722,2015,2010,1807407PD,1807035PD,1539.617934,25,0,1529.96
5723,2020,2010,1807407PD,1807195PD,1672.988537,25,0,1649.82
5724,2025,2010,1807407PD,1807195PD,1767.58427,25,0,1752
5725,2030,2010,1807407PD,1807195PD,1800.667378,25,0,1775.06
5726,2035,2010,1807407PD,1807195PD,1836.725857,25,0,1833.65
5727,2010,2010,1807407PD,West Basin Municipal Water District,2104.7,163.1,0,1054.85
5728,2010,2010,1807407PD,1807207PD,2988.452213,25,0,2988.44
5729,2015,2010,1807407PD,1807147PD,3147.432589,25,0,3144.5
5730,2020,2010,1807407PD,1807147PD,3378.450028,25,0,3373.45
5731,2025,2010,1807407PD,1807147PD,3612.187456,25,0,3604.3
5732,2030,2010,1807407PD,1807147PD,3847.99848,25,0,3837.05
5733,2010,2010,1807407PD,1807147PD,3865,25,0,3855.78
5734,2035,2010,1807407PD,1807147PD,4096.719048,25,0,4082.15
5735,2030,2010,1807407PD,1807207PD,4102.796224,25,0,4101.12
5736,2020,2010,1807407PD,1807207PD,4107.526912,25,0,4065.3
5737,2025,2010,1807407PD,1807207PD,4134.220402,25,0,4090.5
5738,2035,2010,1807407PD,1807207PD,4272,25,0,4272
5739,2015,2010,1807407PD,1807207PD,4660.305939,25,0,4640.09
5740,2010,2010,1807407PD,1807125PD,5023,25,0,5017.68
5741,2015,2010,1807407PD,1807125PD,6238,25,0,6173.34
5742,2020,2010,1807407PD,1807125PD,6325,25,0,6258.9
5743,2025,2010,1807407PD,1807125PD,6404,25,0,6337.02
5744,2010,2010,1807407PD,1807159PD,6409.986731,25,0,6354.47
5745,2030,2010,1807407PD,1807125PD,6481,25,0,6414.21
5746,2035,2010,1807407PD,1807125PD,6555,25,0,6486.75
5747,2010,2010,1807407PD,1807199PD,7619,25,0,7542.99
5748,2010,2010,1807407PD,1807143PD,8611.949297,25,0,8550.0666
5749,2020,2010,1807407PD,1807032PD,9232.935685,25,0,9153.6
5750,2015,2010,1807407PD,1807159PD,9354.891273,25,0,9314.8
5751,2025,2010,1807407PD,1807032PD,9591.443538,25,0,9507.84
5752,2020,2010,1807407PD,1807159PD,9709.119306,25,0,9672
5753,2015,2010,1807407PD,1807032PD,9871.76198,25,0,9853.08
5754,2030,2010,1807407PD,1807032PD,9958.180045,25,0,9870.72
5755,2035,2010,1807407PD,1807159PD,9990.111111,25,0,9947.6
5756,2030,2010,1807407PD,1807159PD,9993.271388,25,0,9990
5757,2025,2010,1807407PD,1807159PD,10001.56299,25,0,9846.5
5758,2020,2010,1807407PD,1807199PD,10199,25,0,10098
5759,2015,2010,1807407PD,1807199PD,10267,25,0,10163.7
5760,2035,2010,1807407PD,1807032PD,10334.84328,25,0,10243.2
5761,2010,2010,1807407PD,1807032PD,10396.93764,25,0,10300.52
5762,2025,2010,1807407PD,1807199PD,10839,25,0,10729.8
5763,2030,2010,1807407PD,1807199PD,11463,25,0,11347.2
5764,2035,2010,1807407PD,1807199PD,11861,25,0,11806.74
5765,2020,2010,1807407PD,1807029PD,12193.95443,25,0,12102.01
5766,2025,2010,1807407PD,1807029PD,12511.74917,25,0,12425.4
5767,2030,2010,1807407PD,1807029PD,12806.14327,25,0,12744.27
5768,2035,2010,1807407PD,1807029PD,13073.80252,25,0,13059.08
5769,2020,2010,1807407PD,1807033PD,16391,25,0,16313.13
5770,2025,2010,1807407PD,1807033PD,16460,25,0,16381.95
5771,2030,2010,1807407PD,1807033PD,16528,25,0,16449.84
5772,2035,2010,1807407PD,1807033PD,16596,25,0,16517.73
5773,2010,2010,1807407PD,1807033PD,18162,25,0,18129.8
5774,2015,2010,1807407PD,1807033PD,18353,25,0,18267.06
5775,2015,2010,1807407PD,1807029PD,18421.11911,25,0,18218.52
5776,2015,2010,1807407PD,1807143PD,20101.29442,25,0,20068.284
5777,2020,2010,1807407PD,1807143PD,20664.27432,25,0,20630.4132
5778,2010,2010,1807407PD,1807029PD,20868.07014,25,0,20807.6
5779,2025,2010,1807407PD,1807143PD,21129.88821,25,0,21094.7808
5780,2030,2010,1807407PD,1807143PD,21597.18817,25,0,21561.1851
5781,2035,2010,1807407PD,1807143PD,21995.03211,25,0,21958.3416
5782,2010,2010,1807407REC,1807407NPD,7091,0,1095,7091
5783,2015,2010,1807407REC,1807407NPD,8184,0,1095,8184
5784,2020,2010,1807407REC,1807407NPD,16941,0,1095,16941
5785,2025,2010,1807407REC,1807407NPD,16941,0,1095,16941
5786,2030,2010,1807407REC,1807407NPD,18691,0,1095,18691
5787,2035,2010,1807407REC,1807407NPD,18691,0,1095,18691
5788,2010,2010,1807409PD,West Valley Water District,18842.24,163.1,0,18842.24
5789,2015,2010,1807409PD,West Valley Water District,25620,163.1,0,25620
5790,2020,2010,1807409PD,West Valley Water District,33124,163.1,0,33124
5791,2025,2010,1807409PD,West Valley Water District,38967,163.1,0,38967
5792,2030,2010,1807409PD,West Valley Water District,41768,163.1,0,41768
5793,2035,2010,1807409PD,West Valley Water District,45980,163.1,0,45980
5794,2010,2010,1807411GWR,1807411PD,4616.065548,929,26,0
5795,2015,2010,1807411GWR,1807411PD,4722.055107,929,26,0
5796,2020,2010,1807411GWR,1807411PD,11399.67864,929,26,0
5797,2025,2010,1807411GWR,1807411PD,11754.83413,929,26,0
5798,2030,2010,1807411GWR,1807411PD,12066.11214,929,26,0
5799,2035,2010,1807411GWR,1807411PD,12346.50959,929,26,0
5800,2010,2010,1807411NPD,Western Municipal Water District of Riverside,475,195.72,0,475
5801,2015,2010,1807411NPD,Western Municipal Water District of Riverside,560,195.72,0,560
5802,2020,2010,1807411NPD,Western Municipal Water District of Riverside,7740,195.72,0,7740
5803,2025,2010,1807411NPD,Western Municipal Water District of Riverside,8020,195.72,0,8020
5804,2030,2010,1807411NPD,Western Municipal Water District of Riverside,8580,195.72,0,8580
5805,2035,2010,1807411NPD,Western Municipal Water District of Riverside,9140,195.72,0,9140
5806,2020,2010,1807411PD,1807165PD,4505.612932,87,0,4500
5807,2025,2010,1807411PD,1807165PD,5858.341182,87,0,5850
5808,2030,2010,1807411PD,1807165PD,7211.498973,87,0,7200
5809,2035,2010,1807411PD,1807165PD,8707.611981,87,0,8700
5810,2010,2010,1807411PD,1807095PD,9346.598056,25,0,8800
5811,2010,2010,1807411PD,1807069PD,13427,25,0,13427
5812,2010,2010,1807411PD,1807277PD,14434.88083,25,0,14334.72
5813,2020,2010,1807411PD,1807069PD,17530,25,0,17358.98
5814,2025,2010,1807411PD,1807069PD,17822.5,25,0,17648.5
5815,2015,2010,1807411PD,1807095PD,18139.81456,25,0,17671
5816,2030,2010,1807411PD,1807069PD,18154,25,0,17977.5
5817,2035,2010,1807411PD,1807069PD,18513,25,0,18332.82
5818,2015,2010,1807411PD,1807277PD,19304.99784,25,0,19253.6
5819,2015,2010,1807411PD,1807069PD,19406.5,25,0,19217.36
5820,2020,2010,1807411PD,1807095PD,19993.58724,25,0,19395
5821,2020,2010,1807411PD,1807277PD,21236.60526,25,0,20964.94
5822,2025,2010,1807411PD,1807095PD,22496.22333,25,0,21981
5823,2025,2010,1807411PD,1807277PD,23321.55374,25,0,22805.43
5824,2030,2010,1807411PD,1807095PD,25260.12363,25,0,24567
5825,2030,2010,1807411PD,1807277PD,25314.88926,25,0,25158.42
5826,2035,2010,1807411PD,1807277PD,27411.36373,25,0,27043.8
5827,2035,2010,1807411PD,1807095PD,27697.44367,25,0,26722
5828,2020,2010,1807411PD,Western Municipal Water District of Riverside,63293.1,163.1,0,58793.1
5829,2015,2010,1807411PD,Western Municipal Water District of Riverside,65507.05,163.1,0,63407.05
5830,2010,2010,1807411PD,Western Municipal Water District of Riverside,66804.32,163.1,0,64164.32
5831,2025,2010,1807411PD,Western Municipal Water District of Riverside,68504.11,163.1,0,63854.11
5832,2030,2010,1807411PD,Western Municipal Water District of Riverside,76609.83,163.1,0,71659.83
5833,2035,2010,1807411PD,Western Municipal Water District of Riverside,83260.9,163.1,0,78160.9
5834,2010,2010,1807411REC,1807411NPD,475,0,236,475
5835,2015,2010,1807411REC,1807411NPD,560,0,236,560
5836,2020,2010,1807411REC,1807411NPD,7740,0,236,7740
5837,2025,2010,1807411REC,1807411NPD,8020,0,236,8020
5838,2030,2010,1807411REC,1807411NPD,8580,0,236,8580
5839,2035,2010,1807411REC,1807411NPD,9140,0,236,9140
5840,2010,2010,1807413PD,Westminster City of,11045.6,163.1,0,11045.6
5841,2015,2010,1807413PD,Westminster City of,11616.72,163.1,0,11616.72
5842,2020,2010,1807413PD,Westminster City of,11883.48,163.1,0,11883.48
5843,2025,2010,1807413PD,Westminster City of,11909.66,163.1,0,11909.66
5844,2030,2010,1807413PD,Westminster City of,12184.34,163.1,0,12184.34
5845,2035,2010,1807413PD,Westminster City of,12211.33,163.1,0,12211.33
5846,2010,2010,1807415NPD,Whittier City of,34.5,195.72,0,34.5
5847,2015,2010,1807415NPD,Whittier City of,45,195.72,0,45
5848,2020,2010,1807415NPD,Whittier City of,45,195.72,0,45
5849,2025,2010,1807415NPD,Whittier City of,45,195.72,0,45
5850,2030,2010,1807415NPD,Whittier City of,45,195.72,0,45
5851,2035,2010,1807415NPD,Whittier City of,45,195.72,0,45
5852,2010,2010,1807415PD,Whittier City of,7379,163.1,0,7379
5853,2020,2010,1807415PD,Whittier City of,7929,163.1,0,7929
5854,2025,2010,1807415PD,Whittier City of,8010,163.1,0,8010
5855,2030,2010,1807415PD,Whittier City of,8090,163.1,0,8090
5856,2035,2010,1807415PD,Whittier City of,8090,163.1,0,8090
5857,2015,2010,1807415PD,Whittier City of,8837,163.1,0,8837
5858,2010,2010,1807415REC,1807415NPD,34.5,0,236,34.5
5859,2015,2010,1807415REC,1807415NPD,45,0,236,45
5860,2020,2010,1807415REC,1807415NPD,45,0,236,45
5861,2025,2010,1807415REC,1807415NPD,45,0,236,45
5862,2030,2010,1807415REC,1807415NPD,45,0,236,45
5863,2035,2010,1807415REC,1807415NPD,45,0,236,45
5864,2010,2010,1807417PD,Yorba Linda Water District,19952.46,163.1,0,19952.46
5865,2015,2010,1807417PD,Yorba Linda Water District,26536.95,163.1,0,26536.95
5866,2020,2010,1807417PD,Yorba Linda Water District,26992.35,163.1,0,26992.35
5867,2025,2010,1807417PD,Yorba Linda Water District,27228.96,163.1,0,27228.96
5868,2030,2010,1807417PD,Yorba Linda Water District,27367.56,163.1,0,27367.56
5869,2035,2010,1807417PD,Yorba Linda Water District,27506.16,163.1,0,27506.16
5870,2015,2010,1807419GW,1807419PD,6009.828739,453.3840677,181.75,5154.4
5871,2020,2010,1807419GW,1807419PD,6032.801877,448.0274791,181.75,5154.4
5872,2025,2010,1807419GW,1807419PD,6044.230672,442.3317169,181.75,5089.97
5873,2010,2010,1807419GW,1807419PD,6078.055138,466.8218328,181.75,5326.81
5874,2030,2010,1807419GW,1807419PD,6087.360758,436.1580512,181.75,5025.54
5875,2035,2010,1807419GW,1807419PD,6087.616264,429.5521191,181.75,4961.11
5876,2015,2010,1807419NPD,Yucaipa Valley Water District,266.993604,195.72,0,266.993604
5877,2020,2010,1807419NPD,Yucaipa Valley Water District,279.269172,195.72,0,279.269172
5878,2025,2010,1807419NPD,Yucaipa Valley Water District,291.54474,195.72,0,291.54474
5879,2030,2010,1807419NPD,Yucaipa Valley Water District,306.8892,195.72,0,306.8892
5880,2035,2010,1807419NPD,Yucaipa Valley Water District,322.23366,195.72,0,322.23366
5881,2010,2010,1807419NPD,Yucaipa Valley Water District,352.92258,195.72,0,352.92258
5882,2010,2010,1807419PD,Yucaipa Valley Water District,10848.72494,163.1,0,10177.12494
5883,2015,2010,1807419PD,Yucaipa Valley Water District,13188.8,163.1,0,12388
5884,2020,2010,1807419PD,Yucaipa Valley Water District,13872,163.1,0,13000
5885,2025,2010,1807419PD,Yucaipa Valley Water District,14482.28,163.1,0,13544.55
5886,2030,2010,1807419PD,Yucaipa Valley Water District,15098.46,163.1,0,14088.36
5887,2035,2010,1807419PD,Yucaipa Valley Water District,15902.04,163.1,0,14813.26
5888,2015,2010,1807419REC,1807419NPD,266.993604,0,236,266.993604
5889,2020,2010,1807419REC,1807419NPD,279.269172,0,236,279.269172
5890,2025,2010,1807419REC,1807419NPD,291.54474,0,236,291.54474
5891,2030,2010,1807419REC,1807419NPD,306.8892,0,236,306.8892
5892,2035,2010,1807419REC,1807419NPD,322.23366,0,236,322.23366
5893,2010,2010,1807419REC,1807419NPD,352.92258,0,236,352.92258
5894,2010,2010,1808001PD,Amador Water Agency,3038,17.6,0,3038
5895,2015,2010,1808001PD,Amador Water Agency,3486,17.6,0,3486
5896,2020,2010,1808001PD,Amador Water Agency,4454,17.6,0,4454
5897,2025,2010,1808001PD,Amador Water Agency,5079,17.6,0,5079
5898,2030,2010,1808001PD,Amador Water Agency,5720,17.6,0,5720
5899,2035,2010,1808001PD,Amador Water Agency,9929,17.6,0,9929
5900,2010,2010,1808003PD,North Tahoe Public Utility District,1485,17.6,0,1485
5901,2015,2010,1808003PD,North Tahoe Public Utility District,1781,17.6,0,1781
5902,2020,2010,1808003PD,North Tahoe Public Utility District,2116.62,17.6,0,2116.62
5903,2025,2010,1808003PD,North Tahoe Public Utility District,2540.34,17.6,0,2540.34
5904,2030,2010,1808003PD,North Tahoe Public Utility District,3079,17.6,0,3079
5905,2035,2010,1808003PD,North Tahoe Public Utility District,3079,17.6,0,3079
5906,2025,2010,1808005PD,South Tahoe Public Utilities District,3715.92,17.6,0,3715.92
5907,2030,2010,1808005PD,South Tahoe Public Utilities District,3811.2,17.6,0,3811.2
5908,2035,2010,1808005PD,South Tahoe Public Utilities District,3906.48,17.6,0,3906.48
5909,2020,2010,1808005PD,South Tahoe Public Utilities District,4097.04,17.6,0,4097.04
5910,2015,2010,1808005PD,South Tahoe Public Utilities District,4668.72,17.6,0,4668.72
5911,2010,2010,1808005PD,South Tahoe Public Utilities District,5812.08,17.6,0,5812.08
5912,2010,2010,1808009PD,Tahoe City Public Utilities District,1034.937279,17.6,0,1034.937279
5913,2020,2010,1808009PD,Tahoe City Public Utilities District,1046.43398,17.6,0,1046.43398
5914,2015,2010,1808009PD,Tahoe City Public Utilities District,1049.484885,17.6,0,1049.484885
5915,2025,2010,1808009PD,Tahoe City Public Utilities District,1065.460052,17.6,0,1065.460052
5916,2030,2010,1808009PD,Tahoe City Public Utilities District,1065.460052,17.6,0,1065.460052
5917,2035,2010,1808009PD,Tahoe City Public Utilities District,1217.668631,17.6,0,1217.668631
5918,2010,2010,1808011PD,Truckee-Donner Public Utilities District,5071,17.6,0,5071
5919,2015,2010,1808011PD,Truckee-Donner Public Utilities District,6978.3,17.6,0,6978.3
5920,2020,2010,1808011PD,Truckee-Donner Public Utilities District,7908.74,17.6,0,7908.74
5921,2025,2010,1808011PD,Truckee-Donner Public Utilities District,8839.56,17.6,0,8839.56
5922,2030,2010,1808011PD,Truckee-Donner Public Utilities District,9770.04,17.6,0,9770.04
5923,2035,2010,1808011PD,Truckee-Donner Public Utilities District,10467.9,17.6,0,10467.9
5924,2010,2010,1809001PD,Adelanto city of,3982.818499,163.1,0,3982.818499
5925,2015,2010,1809001PD,Adelanto city of,6320.668603,163.1,0,6320.668603
5926,2020,2010,1809001PD,Adelanto city of,7854.533721,163.1,0,7854.533721
5927,2025,2010,1809001PD,Adelanto city of,9131.497318,163.1,0,9131.497318
5928,2030,2010,1809001PD,Adelanto city of,10407.59471,163.1,0,10407.59471
5929,2035,2010,1809001PD,Adelanto city of,11684.84887,163.1,0,11684.84887
5930,2010,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5931,2015,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5932,2020,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5933,2025,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5934,2030,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5935,2035,2010,1809003IMP,Antelope Valley East Kern Water Agency,6612,0,0,6612
5936,2010,2010,1809003PD,1809011PD,152.1219512,25,0,151.34
5937,2015,2010,1809003PD,1809011PD,169.2192243,25,0,167.4
5938,2020,2010,1809003PD,1809011PD,192.3177083,25,0,192.01
5939,2025,2010,1809003PD,1809011PD,214.5454545,25,0,212.4
5940,2030,2010,1809003PD,1809011PD,237.5441176,25,0,237.51
5941,2035,2010,1809003PD,1809011PD,260.1648177,25,0,257.4
5942,2010,2010,1809003PD,1809033PD,291.2903226,25,0,291
5943,2020,2010,1809003PD,1809033PD,891.4102564,25,0,884
5944,2015,2010,1809003PD,1809033PD,914.7619048,25,0,901
5945,2025,2010,1809003PD,1809033PD,1030.897436,25,0,1020
5946,2030,2010,1809003PD,1809033PD,1196.538462,25,0,1190
5947,2035,2010,1809003PD,1809033PD,1386.153846,25,0,1377
5948,2010,2010,1809003PD,1809031PD,3500,25,0,3500
5949,2015,2010,1809003PD,1809031PD,4387.096774,25,0,4352
5950,2020,2010,1809003PD,1809031PD,5118.27957,25,0,5100
5951,2025,2010,1809003PD,1809031PD,5849.462366,25,0,5848
5952,2030,2010,1809003PD,1809031PD,6580.645161,25,0,6528
5953,2035,2010,1809003PD,1809031PD,6800,25,0,6800
5954,2010,2010,1809003PD,Antelope Valley East Kern Water Agency,8965,163.1,0,8965
5955,2015,2010,1809003PD,Antelope Valley East Kern Water Agency,34336,163.1,0,34336
5956,2020,2010,1809003PD,Antelope Valley East Kern Water Agency,35907,163.1,0,35907
5957,2025,2010,1809003PD,Antelope Valley East Kern Water Agency,36956,163.1,0,36956
5958,2010,2010,1809003PD,1809023PD,38111.11111,25,0,38024
5959,2030,2010,1809003PD,Antelope Valley East Kern Water Agency,38121,163.1,0,38121
5960,2035,2010,1809003PD,Antelope Valley East Kern Water Agency,44733,163.1,0,44733
5961,2015,2010,1809003PD,1809023PD,52537.57225,25,0,52460
5962,2020,2010,1809003PD,1809023PD,61000,25,0,61000
5963,2025,2010,1809003PD,1809023PD,61000,25,0,61000
5964,2030,2010,1809003PD,1809023PD,61000,25,0,61000
5965,2035,2010,1809003PD,1809023PD,61000,25,0,61000
5966,2010,2010,1809005PD,Apple Valley Ranchos Water Company,13453,28,0,13453
5967,2015,2010,1809005PD,Apple Valley Ranchos Water Company,15057,28,0,15057
5968,2020,2010,1809005PD,Apple Valley Ranchos Water Company,16410,28,0,16410
5969,2025,2010,1809005PD,Apple Valley Ranchos Water Company,18057,28,0,18057
5970,2030,2010,1809005PD,Apple Valley Ranchos Water Company,19702,28,0,19702
5971,2035,2010,1809005PD,Apple Valley Ranchos Water Company,21349,28,0,21349
5972,2010,2010,1809011PD,California Water Service Company Antelope Valley,886.42,163.1,0,886.42
5973,2020,2010,1809011PD,California Water Service Company Antelope Valley,1048.32,163.1,0,1048.32
5974,2015,2010,1809011PD,California Water Service Company Antelope Valley,1067.4,163.1,0,1067.4
5975,2025,2010,1809011PD,California Water Service Company Antelope Valley,1069.2,163.1,0,1069.2
5976,2030,2010,1809011PD,California Water Service Company Antelope Valley,1113.84,163.1,0,1113.84
5977,2035,2010,1809011PD,California Water Service Company Antelope Valley,1135.8,163.1,0,1135.8
5978,2010,2010,1809013PD,1807019PD,33.46749128,87,224,33.39
5979,2015,2010,1809013PD,1807019PD,35.94611727,87,224,35.75
5980,2020,2010,1809013PD,1807019PD,38.54767184,87,224,38.19
5981,2025,2010,1809013PD,1807019PD,41.29439696,87,224,40.71
5982,2030,2010,1809013PD,1807019PD,44.17241379,87,224,43.92
5983,2035,2010,1809013PD,1807019PD,47.22510275,87,224,46.62
5984,2025,2010,1809013PD,1809021PD,53.63518618,25,0,53.32
5985,2030,2010,1809013PD,1809021PD,55.00701565,25,0,54.56
5986,2035,2010,1809013PD,1809021PD,56.41230437,25,0,55.8
5987,2015,2010,1809013PD,1809021PD,165.6415377,25,0,165.36
5988,2020,2010,1809013PD,1809021PD,165.6415377,25,0,165.36
5989,2010,2010,1809013PD,1809021PD,168.4162437,25,0,167.48
5990,2015,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,633.76,163.1,0,633.76
5991,2010,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,642.39,163.1,0,642.39
5992,2020,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,673.37,163.1,0,673.37
5993,2025,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,673.37,163.1,0,673.37
5994,2030,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,673.37,163.1,0,673.37
5995,2035,2010,1809013PD,Crestline-Lake Arrowhead Water Agency,673.37,163.1,0,673.37
5996,2010,2010,1809015PD,Golden State Water Company Barstow,6200.75,337,0,6200.75
5997,2015,2010,1809015PD,Golden State Water Company Barstow,8620.83,337,0,8620.83
5998,2020,2010,1809015PD,Golden State Water Company Barstow,9543.24,337,0,9543.24
5999,2025,2010,1809015PD,Golden State Water Company Barstow,10496.78,337,0,10496.78
6000,2030,2010,1809015PD,Golden State Water Company Barstow,11451.3,337,0,11451.3
6001,2035,2010,1809015PD,Golden State Water Company Barstow,12473.23,337,0,12473.23
6002,2015,2010,1809017NPD,Hesperia Water District City of,280,195.72,0,280
6003,2020,2010,1809017NPD,Hesperia Water District City of,560,195.72,0,560
6004,2025,2010,1809017NPD,Hesperia Water District City of,840,195.72,0,840
6005,2030,2010,1809017NPD,Hesperia Water District City of,1120,195.72,0,1120
6006,2035,2010,1809017NPD,Hesperia Water District City of,1400,195.72,0,1400
6007,2010,2010,1809017PD,Hesperia Water District City of,13595,163.1,0,13595
6008,2015,2010,1809017PD,Hesperia Water District City of,17100,163.1,0,17100
6009,2020,2010,1809017PD,Hesperia Water District City of,17309,163.1,0,17309
6010,2025,2010,1809017PD,Hesperia Water District City of,18878,163.1,0,18878
6011,2030,2010,1809017PD,Hesperia Water District City of,20448,163.1,0,20448
6012,2035,2010,1809017PD,Hesperia Water District City of,22017,163.1,0,22017
6013,2015,2010,1809017REC,1809017NPD,280,0,236,280
6014,2020,2010,1809017REC,1809017NPD,560,0,236,560
6015,2025,2010,1809017REC,1809017NPD,840,0,236,840
6016,2030,2010,1809017REC,1809017NPD,1120,0,236,1120
6017,2035,2010,1809017REC,1809017NPD,1400,0,236,1400
6018,2010,2010,1809019PD,Indian Wells Valley Water District,7400,163.1,0,7400
6019,2020,2010,1809019PD,Indian Wells Valley Water District,7800,163.1,0,7800
6020,2025,2010,1809019PD,Indian Wells Valley Water District,8200,163.1,0,8200
6021,2030,2010,1809019PD,Indian Wells Valley Water District,8400,163.1,0,8400
6022,2015,2010,1809019PD,Indian Wells Valley Water District,8600,163.1,0,8600
6023,2035,2010,1809019PD,Indian Wells Valley Water District,8600,163.1,0,8600
6024,2010,2010,1809021PD,Lake Arrowhead Community Services District,1556.3,163.1,0,1556.3
6025,2015,2010,1809021PD,Lake Arrowhead Community Services District,1562.34,163.1,0,1562.34
6026,2020,2010,1809021PD,Lake Arrowhead Community Services District,1562.34,163.1,0,1562.34
6027,2025,2010,1809021PD,Lake Arrowhead Community Services District,1593.58,163.1,0,1593.58
6028,2030,2010,1809021PD,Lake Arrowhead Community Services District,1630.64,163.1,0,1630.64
6029,2035,2010,1809021PD,Lake Arrowhead Community Services District,1667.7,163.1,0,1667.7
6030,2015,2010,1809023NPD,Los Angeles County Public Works Waterworks District 40,2700,195.72,0,2700
6031,2020,2010,1809023NPD,Los Angeles County Public Works Waterworks District 40,4100,195.72,0,4100
6032,2025,2010,1809023NPD,Los Angeles County Public Works Waterworks District 40,5450,195.72,0,5450
6033,2030,2010,1809023NPD,Los Angeles County Public Works Waterworks District 40,6800,195.72,0,6800
6034,2035,2010,1809023NPD,Los Angeles County Public Works Waterworks District 40,8150,195.72,0,8150
6035,2010,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,45396,163.1,0,45396
6036,2015,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,74390,163.1,0,74390
6037,2020,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,88300,163.1,0,88300
6038,2025,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,97100,163.1,0,97100
6039,2030,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,105800,163.1,0,105800
6040,2035,2010,1809023PD,Los Angeles County Public Works Waterworks District 40,114500,163.1,0,114500
6041,2015,2010,1809023REC,1809023NPD,2700,0,236,2700
6042,2020,2010,1809023REC,1809023NPD,4100,0,236,4100
6043,2025,2010,1809023REC,1809023NPD,5450,0,236,5450
6044,2030,2010,1809023REC,1809023NPD,6800,0,236,6800
6045,2035,2010,1809023REC,1809023NPD,8150,0,236,8150
6046,2010,2010,1809025NPD,Mammoth Community Water District,32,195.72,0,32
6047,2015,2010,1809025NPD,Mammoth Community Water District,240,195.72,0,240
6048,2020,2010,1809025NPD,Mammoth Community Water District,320,195.72,0,320
6049,2025,2010,1809025NPD,Mammoth Community Water District,320,195.72,0,320
6050,2030,2010,1809025NPD,Mammoth Community Water District,320,195.72,0,320
6051,2035,2010,1809025NPD,Mammoth Community Water District,320,195.72,0,320
6052,2010,2010,1809025PD,Mammoth Community Water District,1973.92,163.1,0,1973.92
6053,2015,2010,1809025PD,Mammoth Community Water District,2353.52,163.1,0,2353.52
6054,2020,2010,1809025PD,Mammoth Community Water District,2771.08,163.1,0,2771.08
6055,2025,2010,1809025PD,Mammoth Community Water District,3150.68,163.1,0,3150.68
6056,2030,2010,1809025PD,Mammoth Community Water District,3530.28,163.1,0,3530.28
6057,2035,2010,1809025PD,Mammoth Community Water District,3720.08,163.1,0,3720.08
6058,2010,2010,1809025REC,1809025NPD,32,0,236,32
6059,2015,2010,1809025REC,1809025NPD,240,0,236,240
6060,2020,2010,1809025REC,1809025NPD,320,0,236,320
6061,2025,2010,1809025REC,1809025NPD,320,0,236,320
6062,2030,2010,1809025REC,1809025NPD,320,0,236,320
6063,2035,2010,1809025REC,1809025NPD,320,0,236,320
6064,2015,2010,1809027NPD,Palmdale Water District,500,195.72,0,500
6065,2020,2010,1809027NPD,Palmdale Water District,1250,195.72,0,1250
6066,2025,2010,1809027NPD,Palmdale Water District,2500,195.72,0,2500
6067,2030,2010,1809027NPD,Palmdale Water District,2750,195.72,0,2750
6068,2035,2010,1809027NPD,Palmdale Water District,3000,195.72,0,3000
6069,2010,2010,1809027PD,Palmdale Water District,19800,163.1,0,19800
6070,2015,2010,1809027PD,Palmdale Water District,34000,163.1,0,34000
6071,2020,2010,1809027PD,Palmdale Water District,37400,163.1,0,37400
6072,2025,2010,1809027PD,Palmdale Water District,39200,163.1,0,39200
6073,2030,2010,1809027PD,Palmdale Water District,46200,163.1,0,46200
6074,2035,2010,1809027PD,Palmdale Water District,48200,163.1,0,48200
6075,2015,2010,1809027REC,1809027NPD,500,0,236,500
6076,2020,2010,1809027REC,1809027NPD,1250,0,236,1250
6077,2025,2010,1809027REC,1809027NPD,2500,0,236,2500
6078,2030,2010,1809027REC,1809027NPD,2750,0,236,2750
