year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2025,2015,1805005TREC,1805005NPD,1146,0,472,0
2025,2015,1805005NPD,1805005E,1146,763.68,0,1146
2040,2015,WW_1805_60,1805005TREC,1271,108,0,0
2035,2015,WW_1805_60,1805005TREC,1271,108,0,0
2030,2015,1805005TREC,1805005NPD,1351,0,472,0
2030,2015,1805005NPD,1805005E,1351,763.68,0,1351
2020,2015,1805097IMP,1805005PD,1652.397863,954.93,448,0
2020,2015,1805005PD,1805005E,1652.397863,636.4,0,1652.397863
2020,2015,SW1805SWP05c,1805005E,1752.602137,795.665,0,1752.602137
2040,2015,1805005TREC,1805005NPD,1862,0,472,0
2035,2015,1805005TREC,1805005NPD,1862,0,472,0
2040,2015,1805005NPD,1805005E,1862,763.68,0,1862
2035,2015,1805005NPD,1805005E,1862,763.68,0,1862
2025,2015,SW1805SWP05c,1805005E,1874.040115,795.665,0,1874.040115
2025,2015,1805097IMP,1805005PD,1936.959885,954.93,448,0
2025,2015,1805005PD,1805005E,1936.959885,636.4,0,1936.959885
2015,2015,SW1805SWP05c,1805005E,1994.395649,795.665,0,1994.395649
2030,2015,SW1805SWP05c,1805005E,2002.441847,795.665,0,2002.441847
2030,2015,1805005PD,1805005E,2084.558153,636.4,0,2084.558153
2030,2015,1805097IMP,1805005PD,2084.558153,954.93,448,0
2035,2015,SW1805SWP05c,1805005E,2131.308802,795.665,0,2131.308802
2035,2015,1805097IMP,1805005PD,2232.691198,954.93,448,0
2035,2015,1805005PD,1805005E,2232.691198,636.4,0,2232.691198
2040,2015,SW1805SWP05c,1805005E,2266.688889,795.665,0,2266.688889
2040,2015,1805097IMP,1805005PD,2388.311111,954.93,448,0
2040,2015,1805005PD,1805005E,2388.311111,636.4,0,2388.311111
2030,2015,SW1805SWP05axf,1805007E,225.9755387,677.84,0,225.9755387
2035,2015,SW1805SWP05axf,1805007E,231.0473694,677.84,0,231.0473694
2025,2015,SW1805SWP05axf,1805007E,231.4113764,677.84,0,231.4113764
2040,2015,SW1805SWP05axf,1805007E,234.7602407,677.84,0,234.7602407
2020,2015,SW1805SWP05axf,1805007E,248.4954378,677.84,0,248.4954378
2015,2015,SW1805SWP05axf,1805007E,441.3919839,1355.68,0,441.3919839
2030,2015,CVP_SLNO,1805007PD,602.6014366,0,25,0
2035,2015,CVP_SLNO,1805007PD,616.1263185,0,25,0
2025,2015,CVP_SLNO,1805007PD,617.0970038,0,25,0
2040,2015,CVP_SLNO,1805007PD,626.0273086,0,25,0
2020,2015,CVP_SLNO,1805007PD,662.6545007,0,25,0
2030,2015,WW_1805_200,1805007TREC,2000,108,0,0
2030,2015,1805007TREC,1805007NPD,2000,0,236,0
2040,2015,1805007NPD,1805007E,2000,381.84,0,2000
2035,2015,1805007NPD,1805007E,2000,381.84,0,2000
2030,2015,1805007NPD,1805007E,2000,381.84,0,2000
2040,2015,1805007TREC,1805007NPD,2000,0,236,0
2025,2015,WW_1805_200,1805007TREC,2000,108,0,0
2035,2015,WW_1805_200,1805007TREC,2000,108,0,0
2040,2015,WW_1805_200,1805007TREC,2000,108,0,0
2025,2015,1805007TREC,1805007NPD,2000,0,236,0
2025,2015,1805007NPD,1805007E,2000,381.84,0,2000
2035,2015,1805007TREC,1805007NPD,2000,0,236,0
2020,2015,1805007TREC,1805007NPD,2000,0,236,0
2020,2015,WW_1805_200,1805007TREC,2000,108,0,0
2020,2015,1805007NPD,1805007E,2000,381.84,0,2000
2015,2015,1805007PD,1805007E,3747.608016,954.6,0,3747.608016
2015,2015,SW1805SWP05axf2,1805007PD,3747.608016,989.28,672,0
2030,2015,SW1805SWP05axf2,1805007PD,8483.423025,659.52,448,0
2035,2015,SW1805SWP05axf2,1805007PD,8673.826312,659.52,448,0
2025,2015,SW1805SWP05axf2,1805007PD,8687.49162,659.52,448,0
2040,2015,SW1805SWP05axf2,1805007PD,8813.212451,659.52,448,0
2030,2015,1805007PD,1805007E,9086.024461,954.6,0,9086.024461
2035,2015,1805007PD,1805007E,9289.952631,954.6,0,9289.952631
2025,2015,1805007PD,1805007E,9304.588624,954.6,0,9304.588624
2020,2015,SW1805SWP05axf2,1805007PD,9328.850061,659.52,448,0
2040,2015,1805007PD,1805007E,9439.239759,954.6,0,9439.239759
2020,2015,1805007PD,1805007E,9991.504562,954.6,0,9991.504562
2015,2015,SW1805081PEN,1805009PD,3937.383112,25,26,0
2015,2015,1805009PD,1805009E,3937.383112,318.2,0,3937.383112
2020,2015,1805009PD,1805009E,5364.415962,318.2,0,5364.415962
2020,2015,SW1805081PEN,1805009PD,5364.415962,25,26,0
2025,2015,SW1805081PEN,1805009PD,5490.240364,25,26,0
2025,2015,1805009PD,1805009E,5490.240364,318.2,0,5490.240364
2030,2015,1805009PD,1805009E,5640.615868,318.2,0,5640.615868
2030,2015,SW1805081PEN,1805009PD,5640.615868,25,26,0
2035,2015,1805009PD,1805009E,5815.542476,318.2,0,5815.542476
2035,2015,SW1805081PEN,1805009PD,5815.542476,25,26,0
2040,2015,1805009PD,1805009E,5858.506906,318.2,0,5858.506906
2040,2015,SW1805081PEN,1805009PD,5858.506906,25,26,0
2015,2015,SW1805011,1805011PD,437.0420152,87,224,0
2040,2015,SW1805011,1805011PD,1260,87,224,0
2020,2015,SW1805011,1805011PD,1260,87,224,0
2035,2015,SW1805011,1805011PD,1260,87,224,0
2025,2015,SW1805011,1805011PD,1260,87,224,0
2030,2015,SW1805011,1805011PD,1260,87,224,0
2015,2015,SW1805081PEN,1805011PD,9964.957985,25,0,0
2015,2015,1805011PD,1805011E,10402,588,0,10402
2020,2015,SW1805081PEN,1805011PD,13107,25,0,0
2025,2015,SW1805081PEN,1805011PD,13118,25,0,0
2030,2015,SW1805081PEN,1805011PD,13236,25,0,0
2035,2015,SW1805081PEN,1805011PD,13383,25,0,0
2040,2015,SW1805081PEN,1805011PD,13551,25,0,0
2020,2015,1805011PD,1805011E,14367,588,0,14367
2025,2015,1805011PD,1805011E,14378,588,0,14378
2030,2015,1805011PD,1805011E,14496,588,0,14496
2035,2015,1805011PD,1805011E,14643,588,0,14643
2040,2015,1805011PD,1805011E,14811,588,0,14811
2015,2015,GW1805-2-10,1805013PD,2510,659,181.75,0
2040,2015,GW1805-2-10,1805013PD,3069,659,181.75,0
2025,2015,GW1805-2-10,1805013PD,3069,659,181.75,0
2035,2015,GW1805-2-10,1805013PD,3069,659,181.75,0
2030,2015,GW1805-2-10,1805013PD,3069,659,181.75,0
2020,2015,GW1805-2-10,1805013PD,3069,659,181.75,0
2015,2015,1805001WPD,1805013PD,4745,25,0,0
2015,2015,1805013PD,1805013E,7255,600,0,7255
2020,2015,1805001WPD,1805013PD,8877,25,0,0
2040,2015,1805001WPD,1805013PD,9277,25,0,0
2035,2015,1805001WPD,1805013PD,9349,25,0,0
2025,2015,1805001WPD,1805013PD,9388,25,0,0
2030,2015,1805001WPD,1805013PD,9438,25,0,0
2020,2015,1805013PD,1805013E,11946,600,0,11946
2040,2015,1805013PD,1805013E,12346,600,0,12346
2035,2015,1805013PD,1805013E,12418,600,0,12418
2025,2015,1805013PD,1805013E,12457,600,0,12457
2030,2015,1805013PD,1805013E,12507,600,0,12507
2020,2015,1805015NPD,1805015E,220,381.84,0,220
2020,2015,1805015TREC,1805015NPD,220,0,236,0
2020,2015,WW_1805_2585,1805015TREC,220,108,0,0
2040,2015,WW_1805_2585,1805015TREC,261,108,0,0
2040,2015,1805015NPD,1805015E,261,381.84,0,261
2035,2015,1805015TREC,1805015NPD,261,0,236,0
2025,2015,1805015NPD,1805015E,261,381.84,0,261
2040,2015,1805015TREC,1805015NPD,261,0,236,0
2025,2015,WW_1805_2585,1805015TREC,261,108,0,0
2025,2015,1805015TREC,1805015NPD,261,0,236,0
2030,2015,1805015NPD,1805015E,261,381.84,0,261
2030,2015,1805015TREC,1805015NPD,261,0,236,0
2035,2015,WW_1805_2585,1805015TREC,261,108,0,0
2035,2015,1805015NPD,1805015E,261,381.84,0,261
2030,2015,WW_1805_2585,1805015TREC,261,108,0,0
2015,2015,GW1805-2-09.02,1805015PD,3340.672097,371,181.75,0
2040,2015,GW1805-2-09.02,1805015PD,3552,371,181.75,0
2035,2015,GW1805-2-09.02,1805015PD,3570,371,181.75,0
2030,2015,GW1805-2-09.02,1805015PD,3610,371,181.75,0
2025,2015,GW1805-2-09.02,1805015PD,3674,371,181.75,0
2020,2015,GW1805-2-09.02,1805015PD,3824,371,181.75,0
2015,2015,1805089WPD,1805015PD,6847.327903,25,0,0
2015,2015,1805015PD,1805015E,10188,602,0,10188
2020,2015,1805089WPD,1805015PD,10332,25,0,0
2025,2015,1805089WPD,1805015PD,10516,25,0,0
2030,2015,1805089WPD,1805015PD,10708,25,0,0
2035,2015,1805089WPD,1805015PD,10910,25,0,0
2040,2015,1805089WPD,1805015PD,11121,25,0,0
2020,2015,1805015PD,1805015E,14156,602,0,14156
2025,2015,1805015PD,1805015E,14190,602,0,14190
2030,2015,1805015PD,1805015E,14318,602,0,14318
2035,2015,1805015PD,1805015E,14480,602,0,14480
2040,2015,1805015PD,1805015E,14673,602,0,14673
2015,2015,1805017PD,1805017E,12689,223,0,12689
2015,2015,SW1805081PEN,1805017PD,12689,25,26,0
2020,2015,1805017PD,1805017E,17298,223,0,17298
2020,2015,SW1805081PEN,1805017PD,17298,25,26,0
2025,2015,SW1805081PEN,1805017PD,17322,25,26,0
2025,2015,1805017PD,1805017E,17322,223,0,17322
2030,2015,SW1805081PEN,1805017PD,17489,25,26,0
2030,2015,1805017PD,1805017E,17489,223,0,17489
2035,2015,1805017PD,1805017E,17736,223,0,17736
2035,2015,SW1805081PEN,1805017PD,17736,25,26,0
2040,2015,SW1805081PEN,1805017PD,18055,25,26,0
2040,2015,1805017PD,1805017E,18055,223,0,18055
2015,2015,GW1805-2-32,1805019PD,1312,750,775,0
2030,2015,GW1805-2-32,1805019PD,1535,750,775,0
2035,2015,GW1805-2-32,1805019PD,1535,750,775,0
2040,2015,GW1805-2-32,1805019PD,1535,750,775,0
2025,2015,GW1805-2-32,1805019PD,1535,750,775,0
2020,2015,GW1805-2-32,1805019PD,1535,750,775,0
2015,2015,SW1805081PEN,1805019PD,5751,25,26,0
2020,2015,SW1805081PEN,1805019PD,7025,25,26,0
2025,2015,SW1805081PEN,1805019PD,7045,25,26,0
2015,2015,1805019PD,1805019E,7063,588,0,7063
2030,2015,SW1805081PEN,1805019PD,7127,25,26,0
2035,2015,SW1805081PEN,1805019PD,7235,25,26,0
2040,2015,SW1805081PEN,1805019PD,7366,25,26,0
2020,2015,1805019PD,1805019E,8560,588,0,8560
2025,2015,1805019PD,1805019E,8580,588,0,8580
2030,2015,1805019PD,1805019E,8662,588,0,8662
2035,2015,1805019PD,1805019E,8770,588,0,8770
2040,2015,1805019PD,1805019E,8901,588,0,8901
2030,2015,GW1805-2-22,1805023PD,9.719930133,352,26,0
2025,2015,GW1805-2-22,1805023PD,9.951123255,352,26,0
2035,2015,GW1805-2-22,1805023PD,10.04618915,352,26,0
2020,2015,GW1805-2-22,1805023PD,10.14527192,352,26,0
2040,2015,GW1805-2-22,1805023PD,10.40458312,352,26,0
2015,2015,GW1805-2-22,1805023PD,15.34077857,352,26,0
2020,2015,SW1805023,1805023NPD,121.4768107,87,0,0
2020,2015,1805023NPD,1805023E,121.4768107,318.2,0,121.4768107
2025,2015,SW1805023,1805023NPD,127.8703271,87,0,0
2025,2015,1805023NPD,1805023E,127.8703271,318.2,0,127.8703271
2030,2015,SW1805023,1805023NPD,132.1326713,87,0,0
2030,2015,1805023NPD,1805023E,132.1326713,318.2,0,132.1326713
2035,2015,SW1805023,1805023NPD,134.2638434,87,0,0
2035,2015,1805023NPD,1805023E,134.2638434,318.2,0,134.2638434
2040,2015,SW1805023,1805023NPD,136.3950156,87,0,0
2040,2015,1805023NPD,1805023E,136.3950156,318.2,0,136.3950156
2015,2015,SW1805023,1805023NPD,153.4443925,174,0,0
2015,2015,1805023NPD,1805023E,153.4443925,636.4,0,153.4443925
2015,2015,SW1805023,1805023PD,187.6084938,87,224,0
2030,2015,SW1805023,1805023PD,291.597904,87,224,0
2025,2015,SW1805023,1805023PD,298.5336977,87,224,0
2035,2015,SW1805023,1805023PD,301.3856746,87,224,0
2020,2015,SW1805023,1805023PD,304.3581576,87,224,0
2040,2015,SW1805023,1805023PD,312.1374937,87,224,0
2030,2015,SW1805081PEN,1805023PD,1555.188821,25,26,0
2025,2015,SW1805081PEN,1805023PD,1592.179721,25,26,0
2035,2015,SW1805081PEN,1805023PD,1607.390264,25,26,0
2020,2015,SW1805081PEN,1805023PD,1623.243507,25,26,0
2040,2015,SW1805081PEN,1805023PD,1664.7333,25,26,0
2015,2015,SW1805081PEN,1805023PD,1687.485643,25,26,0
2030,2015,1805023PD,1805023E,1856.506655,954.6,0,1856.506655
2015,2015,1805023PD,1805023E,1890.434916,954.6,0,1890.434916
2025,2015,1805023PD,1805023E,1900.664542,954.6,0,1900.664542
2035,2015,1805023PD,1805023E,1918.822128,954.6,0,1918.822128
2020,2015,1805023PD,1805023E,1937.746937,954.6,0,1937.746937
2040,2015,1805023PD,1805023E,1987.275377,954.6,0,1987.275377
2015,2015,WW_1805_470,1805025SREC,710,108,0,0
2015,2015,WW_1805_1930,1805025SREC,1330,108,0,0
2020,2015,WW_1805_1930,1805025SREC,1330,108,0,0
2040,2015,WW_1805_1930,1805025SREC,1340,108,0,0
2030,2015,WW_1805_1930,1805025SREC,1340,108,0,0
2025,2015,WW_1805_1930,1805025SREC,1340,108,0,0
2035,2015,WW_1805_1930,1805025SREC,1340,108,0,0
2020,2015,ECCIDXF,1805025WIMP,3139.19551,87,0,0
2025,2015,ECCIDXF,1805025WIMP,3224.943618,87,0,0
2030,2015,ECCIDXF,1805025WIMP,3306.040852,87,0,0
2035,2015,ECCIDXF,1805025WIMP,3509.071274,87,0,0
2040,2015,ECCIDXF,1805025WIMP,3701.422414,87,0,0
2015,2015,1805025WNPD,1805025WE,4003.46117,742.84,0,37943.46117
2030,2015,1805025WIMP,1805025WNPD,4467.622773,0,344,0
2025,2015,1805025WIMP,1805025WNPD,4542.174109,0,344,0
2035,2015,1805025WIMP,1805025WNPD,4557.235421,0,344,0
2020,2015,1805025WIMP,1805025WNPD,4616.463985,0,344,0
2020,2015,WW_1805_470,1805025SREC,4660,108,0,0
2040,2015,1805025WIMP,1805025WNPD,4685.344828,0,344,0
2025,2015,WW_1805_470,1805025SREC,5520,108,0,0
2030,2015,WW_1805_470,1805025SREC,6390,108,0,0
2015,2015,WW_1804_745,1805025SREC,6620,108,0,0
2015,2015,ECCIDXF,1805025WIMP,7129.750719,87,0,0
2035,2015,WW_1805_470,1805025SREC,7190,108,0,0
2040,2015,WW_1805_470,1805025SREC,7280,108,0,0
2040,2015,WW_1804_745,1805025SREC,8000,108,0,0
2035,2015,WW_1804_745,1805025SREC,8000,108,0,0
2030,2015,WW_1804_745,1805025SREC,8000,108,0,0
2020,2015,WW_1804_745,1805025SREC,8000,108,0,0
2025,2015,WW_1804_745,1805025SREC,8000,108,0,0
2015,2015,1805025SREC,1805025NPD,8660,0,0,0
2015,2015,WW_1805_1930,1805025WTREC,9260,108,0,0
2015,2015,1805025WTREC,1805025WNPD,9260,0,236,0
2030,2015,SW1805025,1805025WIMP,9605.388961,348,0,0
2025,2015,SW1805025,1805025WIMP,9765.674335,348,0,0
2035,2015,SW1805025,1805025WIMP,9798.056156,348,0,0
2020,2015,SW1805025,1805025WIMP,9925.397568,348,0,0
2040,2015,SW1805025,1805025WIMP,10073.49138,348,0,0
2020,2015,1805025SREC,1805025NPD,13990,0,0,0
2025,2015,1805025SREC,1805025NPD,14860,0,0,0
2020,2015,WW_1805_1930,1805025WTREC,14990,108,0,0
2020,2015,1805025WTREC,1805025WNPD,14990,0,236,0
2030,2015,1805025SREC,1805025NPD,15730,0,0,0
2025,2015,1805025WTREC,1805025WNPD,16060,0,236,0
2025,2015,WW_1805_1930,1805025WTREC,16060,108,0,0
2035,2015,1805025SREC,1805025NPD,16530,0,0,0
2040,2015,1805025SREC,1805025NPD,16620,0,0,0
2040,2015,1805025WPD,1805025WE,16903.22309,2186.84,0,104014.6552
2030,2015,1805025WTREC,1805025WNPD,16930,0,236,0
2030,2015,WW_1805_1930,1805025WTREC,16930,108,0,0
2035,2015,1805025WTREC,1805025WNPD,17730,0,236,0
2035,2015,WW_1805_1930,1805025WTREC,17730,108,0,0
2040,2015,1805025WTREC,1805025WNPD,17820,0,236,0
2040,2015,WW_1805_1930,1805025WTREC,17820,108,0,0
2035,2015,1805025WPD,1805025WE,18513.72723,2186.84,0,100942.7646
2030,2015,1805025WPD,1805025WE,19994.49497,2186.84,0,98332.37723
2025,2015,1805025WPD,1805025WE,21203.77374,2186.84,0,96157.82589
2020,2015,1805025WPD,1805025WE,22428.84836,2186.84,0,94083.53601
2015,2015,1805025PD,1805025E,24900,361,0,24900
2015,2015,1805025WPD,1805025PD,24900,0,0,0
2015,2015,1805025WIMP,1805025WNPD,28683.46117,0,344,0
2015,2015,SW1805025,1805025WIMP,33375.35954,261,0,0
2015,2015,1805025WNPD,1805025NPD,33940,0,0,0
2020,2015,1805025PD,1805025E,41100,361,0,41100
2020,2015,1805025WPD,1805025PD,41100,0,0,0
2015,2015,1805025WPD,1805025WE,42464.30736,1825.84,0,70417.17162
2025,2015,1805025PD,1805025E,42600,361,0,42600
2025,2015,1805025WPD,1805025PD,42600,0,0,0
2015,2015,1805025NPD,1805025E,42600,1506.52,0,42600
2030,2015,1805025PD,1805025E,44100,361,0,44100
2030,2015,1805025WPD,1805025PD,44100,0,0,0
2020,2015,1805025WNPD,1805025NPD,45400,0,0,0
2025,2015,1805025WNPD,1805025NPD,45900,0,0,0
2035,2015,1805025WPD,1805025PD,46200,0,0,0
2035,2015,1805025PD,1805025E,46200,361,0,46200
2030,2015,1805025WNPD,1805025NPD,46500,0,0,0
2035,2015,1805025WNPD,1805025NPD,47100,0,0,0
2040,2015,1805025WNPD,1805025NPD,47700,0,0,0
2040,2015,1805025PD,1805025E,48800,361,0,48800
2040,2015,1805025WPD,1805025PD,48800,0,0,0
2015,2015,CVP_CCC,1805025WIMP,53526.33749,416.9,0,0
2020,2015,1805025NPD,1805025E,59390,1506.52,0,59390
2025,2015,1805025NPD,1805025E,60760,1506.52,0,60760
2030,2015,1805025NPD,1805025E,62230,1506.52,0,62230
2035,2015,1805025NPD,1805025E,63630,1506.52,0,63630
2040,2015,1805025NPD,1805025E,64320,1506.52,0,64320
2015,2015,1805025WIMP,1805025WPD,70417.17162,25,1256,0
2020,2015,CVP_CCC,1805025WIMP,82634.70533,416.9,0,0
2025,2015,CVP_CCC,1805025WIMP,84620.70365,416.9,0,0
2030,2015,CVP_CCC,1805025WIMP,86761.23425,416.9,0,0
2035,2015,CVP_CCC,1805025WIMP,88866.09071,416.9,0,0
2040,2015,CVP_CCC,1805025WIMP,91364.22414,416.9,0,0
2020,2015,1805025WIMP,1805025WPD,94083.53601,25,1600,0
2025,2015,1805025WIMP,1805025WPD,96157.82589,25,1600,0
2030,2015,1805025WIMP,1805025WPD,98332.37723,25,1600,0
2035,2015,1805025WIMP,1805025WPD,100942.7646,25,1600,0
2040,2015,1805025WIMP,1805025WPD,104014.6552,25,1600,0
2015,2015,WW_1805_685,1805027TREC,853.1508223,108,0,0
2015,2015,1805027TREC,1805027NPD,853.1508223,0,236,0
2015,2015,1805027NPD,1805027E,853.1508223,381.84,0,853.1508223
2025,2015,1805027TREC,1805027NPD,1687.888318,0,236,0
2040,2015,1805027NPD,1805027E,1687.888318,381.84,0,1687.888318
2025,2015,WW_1805_685,1805027TREC,1687.888318,108,0,0
2035,2015,WW_1805_685,1805027TREC,1687.888318,108,0,0
2035,2015,1805027TREC,1805027NPD,1687.888318,0,236,0
2025,2015,1805027NPD,1805027E,1687.888318,381.84,0,1687.888318
2030,2015,1805027TREC,1805027NPD,1687.888318,0,236,0
2030,2015,1805027NPD,1805027E,1687.888318,381.84,0,1687.888318
2020,2015,1805027NPD,1805027E,1687.888318,381.84,0,1687.888318
2035,2015,1805027NPD,1805027E,1687.888318,381.84,0,1687.888318
2020,2015,1805027TREC,1805027NPD,1687.888318,0,236,0
2020,2015,WW_1805_685,1805027TREC,1687.888318,108,0,0
2040,2015,WW_1805_685,1805027TREC,1687.888318,108,0,0
2030,2015,WW_1805_685,1805027TREC,1687.888318,108,0,0
2040,2015,1805027TREC,1805027NPD,1687.888318,0,236,0
2015,2015,GW1805-2-35,1805027PD,1979.522925,352,26,0
2035,2015,GW1805-2-35,1805027PD,3137.30542,352,26,0
2030,2015,GW1805-2-35,1805027PD,3142.756863,352,26,0
2025,2015,GW1805-2-35,1805027PD,3172.739799,352,26,0
2020,2015,GW1805-2-35,1805027PD,3191.81985,352,26,0
2040,2015,GW1805-2-35,1805027PD,3242.245697,352,26,0
2035,2015,SW1805081PEN,1805027PD,3927.274411,25,26,0
2030,2015,SW1805081PEN,1805027PD,3934.098519,25,26,0
2025,2015,SW1805081PEN,1805027PD,3971.631116,25,26,0
2020,2015,SW1805081PEN,1805027PD,3995.515495,25,26,0
2040,2015,SW1805081PEN,1805027PD,4058.638498,25,26,0
2015,2015,SW1805081PEN,1805027PD,4750.855019,25,26,0
2015,2015,1805027PD,1805027E,6730.377944,636.4,0,6730.377944
2035,2015,1805027PD,1805027E,7064.579831,636.4,0,7064.579831
2030,2015,1805027PD,1805027E,7076.855382,636.4,0,7076.855382
2025,2015,1805027PD,1805027E,7144.370915,636.4,0,7144.370915
2020,2015,1805027PD,1805027E,7187.335345,636.4,0,7187.335345
2040,2015,1805027PD,1805027E,7300.884195,636.4,0,7300.884195
2015,2015,WW_1805_815,1805029TREC,2579,108,0,0
2015,2015,1805029NPD,1805029E,2579,381.84,0,2579
2015,2015,1805029TREC,1805029NPD,2579,0,236,0
2020,2015,1805029TREC,1805029NPD,3905,0,236,0
2020,2015,WW_1805_815,1805029TREC,3905,108,0,0
2020,2015,1805029NPD,1805029E,3905,381.84,0,3905
2025,2015,1805029TREC,1805029NPD,4117,0,236,0
2025,2015,1805029NPD,1805029E,4117,381.84,0,4117
2025,2015,WW_1805_815,1805029TREC,4117,108,0,0
2040,2015,WW_1805_815,1805029TREC,4203,108,0,0
2030,2015,1805029NPD,1805029E,4203,381.84,0,4203
2035,2015,1805029TREC,1805029NPD,4203,0,236,0
2040,2015,1805029NPD,1805029E,4203,381.84,0,4203
2030,2015,WW_1805_815,1805029TREC,4203,108,0,0
2030,2015,1805029TREC,1805029NPD,4203,0,236,0
2035,2015,1805029NPD,1805029E,4203,381.84,0,4203
2040,2015,1805029TREC,1805029NPD,4203,0,236,0
2035,2015,WW_1805_815,1805029TREC,4203,108,0,0
2015,2015,1805001WPD,1805029PD,7445,25,0,0
2015,2015,1805029PD,1805029E,7445,318.2,0,7445
2020,2015,1805001WPD,1805029PD,13678,25,0,0
2020,2015,1805029PD,1805029E,13678,318.2,0,13678
2025,2015,1805001WPD,1805029PD,14554,25,0,0
2025,2015,1805029PD,1805029E,14554,318.2,0,14554
2030,2015,1805029PD,1805029E,15223,318.2,0,15223
2030,2015,1805001WPD,1805029PD,15223,25,0,0
2035,2015,1805029PD,1805029E,15840,318.2,0,15840
2040,2015,1805001WPD,1805029PD,15840,25,0,0
2035,2015,1805001WPD,1805029PD,15840,25,0,0
2040,2015,1805029PD,1805029E,15840,318.2,0,15840
2040,2015,RES1805031,1805031NPD,209.0238842,173,0,0
2035,2015,RES1805031,1805031NPD,238.8844391,173,0,0
2030,2015,RES1805031,1805031NPD,238.8844391,173,0,0
2015,2015,RES1805031,1805031NPD,245.511028,173,0,0
2015,2015,1805031SREC,1805031NPD,266.2888633,0,0,0
2015,2015,WW_1805_2595,1805031SREC,266.2888633,108,0,0
2025,2015,RES1805031,1805031NPD,268.744994,173,0,0
2020,2015,RES1805031,1805031NPD,268.744994,173,0,0
2035,2015,WW_1805_2595,1805031SREC,302.4648013,108,0,0
2035,2015,1805031SREC,1805031NPD,302.4648013,0,0,0
2030,2015,1805031SREC,1805031NPD,302.4668467,0,0,0
2030,2015,WW_1805_2595,1805031SREC,302.4668467,108,0,0
2025,2015,1805031SREC,1805031NPD,302.5009524,0,0,0
2025,2015,WW_1805_2595,1805031SREC,302.5009524,108,0,0
2040,2015,1805031SREC,1805031NPD,302.5039801,0,0,0
2040,2015,WW_1805_2595,1805031SREC,302.5039801,108,0,0
2020,2015,1805031SREC,1805031NPD,302.5185656,0,0,0
2020,2015,WW_1805_2595,1805031SREC,302.5185656,108,0,0
2035,2015,WW_1805_2635,1805031TREC,560.7659812,108,0,0
2030,2015,WW_1805_2635,1805031TREC,560.7697734,108,0,0
2040,2015,WW_1805_2635,1805031TREC,560.8386183,108,0,0
2015,2015,WW_1805_815,1805031TREC,789.0053438,108,0,0
2020,2015,WW_1805_815,1805031TREC,1456.378229,108,0,0
2025,2015,WW_1805_815,1805031TREC,2352.774072,108,0,0
2035,2015,WW_1805_815,1805031TREC,2576.511267,108,0,0
2030,2015,WW_1805_815,1805031TREC,2576.52869,108,0,0
2040,2015,WW_1805_815,1805031TREC,3025.039801,108,0,0
2015,2015,WW_1805_830,1805031TREC,8782.179241,108,0,0
2015,2015,1805031TREC,1805031NPD,9571.184584,0,472,0
2015,2015,1805031NPD,1805031E,10082.98448,1527.36,0,10082.98448
2020,2015,WW_1805_830,1805031TREC,10648.77023,108,0,0
2020,2015,1805031TREC,1805031NPD,12105.14846,0,472,0
2020,2015,1805031NPD,1805031E,12676.41202,1527.36,0,12676.41202
2025,2015,WW_1805_830,1805031TREC,13336.85301,108,0,0
2030,2015,WW_1805_830,1805031TREC,15576.7517,108,0,0
2025,2015,1805031TREC,1805031NPD,15689.62708,0,472,0
2025,2015,1805031NPD,1805031E,16260.87302,1527.36,0,16260.87302
2035,2015,WW_1805_830,1805031TREC,17144.97665,108,0,0
2040,2015,WW_1805_830,1805031TREC,18602.11565,108,0,0
2030,2015,1805031TREC,1805031NPD,18714.05016,0,708,0
2030,2015,1805031NPD,1805031E,19255.40145,1909.2,0,19255.40145
2035,2015,1805031TREC,1805031NPD,20282.2539,0,708,0
2035,2015,1805031NPD,1805031E,20823.60314,1909.2,0,20823.60314
2040,2015,1805031TREC,1805031NPD,22187.99407,0,708,0
2040,2015,1805031NPD,1805031E,22699.52194,1909.2,0,22699.52194
2015,2015,XF1805031,1805031PD,24554.58374,25,224,0
2015,2015,CVP_SFBayDelta,1805031PD,33098.8946,10,224,0
2015,2015,RES1805031,1805031PD,108087.9478,173,72.6,0
2015,2015,1805031PD,1805031E,165741.4261,954.6,0,165741.4261
2020,2015,1805031PD,1805031E,242802.5172,318.2,0,242802.5172
2020,2015,RES1805031,1805031PD,242802.5172,173,72.6,0
2025,2015,1805031PD,1805031E,243922.6612,318.2,0,243922.6612
2025,2015,RES1805031,1805031PD,243922.6612,173,72.6,0
2030,2015,1805031PD,1805031E,248433.098,318.2,0,248433.098
2030,2015,RES1805031,1805031PD,248433.098,173,72.6,0
2035,2015,1805031PD,1805031E,256274.1065,318.2,0,256274.1065
2035,2015,RES1805031,1805031PD,256274.1065,173,72.6,0
2040,2015,1805031PD,1805031E,257424.1111,318.2,0,257424.1111
2040,2015,RES1805031,1805031PD,257424.1111,173,72.6,0
2015,2015,1805033NPD,1805033E,1,381.84,0,1
2015,2015,GW1805-2-09.03,1805033NPD,1,352,0,0
2040,2015,GW1805-2-09.03,1805033NPD,2,352,0,0
2035,2015,1805033NPD,1805033E,2,381.84,0,2
2040,2015,1805033NPD,1805033E,2,381.84,0,2
2025,2015,1805033NPD,1805033E,2,381.84,0,2
2020,2015,GW1805-2-09.03,1805033NPD,2,352,0,0
